time,values,geo,na_item
1987-07-01,16.891173342786242,AT,PriceOil
1987-10-01,14.718721686846225,AT,PriceOil
1988-01-01,12.695581678151601,AT,PriceOil
1988-04-01,13.261530872317685,AT,PriceOil
1988-07-01,12.868175287356323,AT,PriceOil
1988-10-01,11.595317439972657,AT,PriceOil
1989-01-01,15.627774817971941,AT,PriceOil
1989-04-01,17.527692450898257,AT,PriceOil
1989-07-01,16.105702364394993,AT,PriceOil
1989-10-01,16.96072346839259,AT,PriceOil
1990-01-01,16.441310659477395,AT,PriceOil
1990-04-01,13.093972356260737,AT,PriceOil
1990-07-01,20.17740069417663,AT,PriceOil
1990-10-01,23.88409190692229,AT,PriceOil
1991-01-01,15.522254529188102,AT,PriceOil
1991-04-01,15.889188278881779,AT,PriceOil
1991-07-01,16.884772263766145,AT,PriceOil
1991-10-01,16.44479872459147,AT,PriceOil
1992-01-01,14.216695707270711,AT,PriceOil
1992-04-01,15.733605912879383,AT,PriceOil
1992-07-01,14.4959953820622,AT,PriceOil
1992-10-01,15.15653339641984,AT,PriceOil
1993-01-01,15.321293574128518,AT,PriceOil
1993-04-01,15.12263838249917,AT,PriceOil
1993-07-01,14.335390767625833,AT,PriceOil
1993-10-01,13.31578947368421,AT,PriceOil
1994-01-01,12.406683256309991,AT,PriceOil
1994-04-01,13.838748495788208,AT,PriceOil
1994-07-01,13.677861102054127,AT,PriceOil
1994-10-01,13.352685050798257,AT,PriceOil
1995-01-01,13.264745150396607,AT,PriceOil
1995-04-01,13.57625845229151,AT,PriceOil
1995-07-01,12.351417250838159,AT,PriceOil
1995-10-01,12.843479580992867,AT,PriceOil
1996-01-01,14.417773634739374,AT,PriceOil
1996-04-01,15.544041450777202,AT,PriceOil
1996-07-01,16.371056349081776,AT,PriceOil
1996-10-01,18.68610824946509,AT,PriceOil
1997-01-01,17.998303647158608,AT,PriceOil
1997-04-01,15.784871010056845,AT,PriceOil
1997-07-01,16.93039421933596,AT,PriceOil
1997-10-01,16.699305679188182,AT,PriceOil
1998-01-01,12.973868237026132,AT,PriceOil
1998-04-01,12.095601599418393,AT,PriceOil
1998-07-01,11.147892994542365,AT,PriceOil
1998-10-01,9.524214103653357,AT,PriceOil
1999-01-01,10.137303851640514,AT,PriceOil
1999-04-01,14.646608004541585,AT,PriceOil
1999-07-01,19.683387373641047,AT,PriceOil
1999-10-01,23.102119460500962,AT,PriceOil
2000-01-01,27.328940699442473,AT,PriceOil
2000-04-01,28.943420488641234,AT,PriceOil
2000-07-01,33.87096774193548,AT,PriceOil
2000-10-01,34.458136588736615,AT,PriceOil
2001-01-01,27.96793760831889,AT,PriceOil
2001-04-01,31.277936962750715,AT,PriceOil
2001-07-01,28.41738739750646,AT,PriceOil
2001-10-01,21.654202477955128,AT,PriceOil
2002-01-01,24.093086926762492,AT,PriceOil
2002-04-01,27.329124945581192,AT,PriceOil
2002-07-01,27.33279121772718,AT,PriceOil
2002-10-01,26.756053632179306,AT,PriceOil
2003-01-01,29.354207436399218,AT,PriceOil
2003-04-01,23.012662680267326,AT,PriceOil
2003-07-01,25.275604551920342,AT,PriceOil
2003-10-01,24.73507148864592,AT,PriceOil
2004-01-01,25.598143554453067,AT,PriceOil
2004-04-01,29.395650008301512,AT,PriceOil
2004-07-01,33.87070376432079,AT,PriceOil
2004-10-01,33.913847576481466,AT,PriceOil
2005-01-01,36.50575764508503,AT,PriceOil
2005-04-01,40.98777195489915,AT,PriceOil
2005-07-01,50.47135011066481,AT,PriceOil
2005-10-01,47.83742847526086,AT,PriceOil
2006-01-01,51.39316310405057,AT,PriceOil
2006-04-01,55.229693212525824,AT,PriceOil
2006-07-01,54.72023856234796,AT,PriceOil
2006-10-01,46.20935826802204,AT,PriceOil
2007-01-01,44.13245841599268,AT,PriceOil
2007-04-01,50.879014909873156,AT,PriceOil
2007-07-01,54.41112243412433,AT,PriceOil
2007-10-01,60.9485020019329,AT,PriceOil
2008-01-01,64.67681623931624,AT,PriceOil
2008-04-01,77.58289591601587,AT,PriceOil
2008-07-01,76.20598006644519,AT,PriceOil
2008-10-01,41.75265553869499,AT,PriceOil
2009-01-01,34.169928620769056,AT,PriceOil
2009-04-01,43.1924882629108,AT,PriceOil
2009-07-01,47.64035517024401,AT,PriceOil
2009-10-01,50.45672914270248,AT,PriceOil
2010-01-01,55.26068406970858,AT,PriceOil
2010-04-01,61.76424299653761,AT,PriceOil
2010-07-01,59.504260263361736,AT,PriceOil
2010-10-01,63.7119929323419,AT,PriceOil
2011-01-01,77.08333333333333,AT,PriceOil
