geo,time,na_item,values
AT,2017-07-01,HICP_Petrol,289.98
AT,2017-10-01,HICP_Petrol,297.9
AT,2018-01-01,HICP_Petrol,298.15
AT,2018-04-01,HICP_Petrol,314.41
AT,2018-07-01,HICP_Petrol,324.83
AT,2018-10-01,HICP_Petrol,324.49
AT,2019-01-01,HICP_Petrol,295.97
AT,2019-04-01,HICP_Petrol,319.06
AT,2019-07-01,HICP_Petrol,313.74
AT,2019-10-01,HICP_Petrol,309.65
AT,2020-01-01,HICP_Petrol,297.14
AT,2020-04-01,HICP_Petrol,258.71
AT,2020-07-01,HICP_Petrol,265.38
AT,2020-10-01,HICP_Petrol,265.13
AT,2021-01-01,HICP_Petrol,287.56
AT,2021-04-01,HICP_Petrol,310.15
AT,2021-07-01,HICP_Petrol,329.24
AT,2021-10-01,HICP_Petrol,350.51
AT,2022-01-01,HICP_Petrol,385.27
AT,2022-04-01,HICP_Petrol,457.8
AT,2022-07-01,HICP_Petrol,468.47
AT,2022-10-01,HICP_Petrol,414.11
AT,2023-01-01,HICP_Petrol,393.44
AT,2023-04-01,HICP_Petrol,395.1
AT,2023-07-01,HICP_Petrol,412.03
AT,2023-10-01,HICP_Petrol,394.77
AT,2024-01-01,HICP_Petrol,392.52
AT,2024-04-01,HICP_Petrol,410.2
AT,2013-01-01,HICP_AviaInt,301.97
AT,2013-04-01,HICP_AviaInt,326.38
AT,2013-07-01,HICP_AviaInt,337.18
AT,2013-10-01,HICP_AviaInt,286.6
AT,2014-01-01,HICP_AviaInt,276.74
AT,2014-04-01,HICP_AviaInt,295.06
AT,2014-07-01,HICP_AviaInt,320.95
AT,2014-10-01,HICP_AviaInt,286.12
AT,2015-01-01,HICP_AviaInt,275.09
AT,2015-04-01,HICP_AviaInt,293.88
AT,2015-07-01,HICP_AviaInt,330.98
AT,2015-10-01,HICP_AviaInt,300.05
AT,2016-01-01,HICP_AviaInt,279.1
AT,2016-04-01,HICP_AviaInt,272.16
AT,2016-07-01,HICP_AviaInt,306.63
AT,2016-10-01,HICP_AviaInt,276.1
AT,2017-01-01,HICP_AviaInt,284.09
AT,2017-04-01,HICP_AviaInt,333.47
AT,2017-07-01,HICP_AviaInt,357.86
AT,2017-10-01,HICP_AviaInt,305.7
AT,2018-01-01,HICP_AviaInt,284.94
AT,2018-04-01,HICP_AviaInt,317.75
AT,2018-07-01,HICP_AviaInt,338.39
AT,2018-10-01,HICP_AviaInt,280.16
AT,2019-01-01,HICP_AviaInt,238.58
AT,2019-04-01,HICP_AviaInt,307.93
AT,2019-07-01,HICP_AviaInt,313.07
AT,2019-10-01,HICP_AviaInt,286.25
AT,2020-01-01,HICP_AviaInt,250.51
AT,2020-04-01,HICP_AviaInt,311.85
AT,2020-07-01,HICP_AviaInt,263.75
AT,2020-10-01,HICP_AviaInt,221.22
AT,2021-01-01,HICP_AviaInt,251.53
AT,2021-04-01,HICP_AviaInt,253.2
AT,2021-07-01,HICP_AviaInt,350.71
AT,2021-10-01,HICP_AviaInt,278.83
AT,2022-01-01,HICP_AviaInt,252.58
AT,2022-04-01,HICP_AviaInt,384.99
AT,2022-07-01,HICP_AviaInt,449.43
AT,2022-10-01,HICP_AviaInt,368.06
AT,2023-01-01,HICP_AviaInt,365.54
AT,2023-04-01,HICP_AviaInt,430.76
AT,2023-07-01,HICP_AviaInt,425.11
AT,2023-10-01,HICP_AviaInt,394.3
AT,2024-01-01,HICP_AviaInt,356.43
AT,2024-04-01,HICP_AviaInt,464.75
AT,1996-01-01,IndProd,50.9
AT,1996-04-01,IndProd,51.9
AT,1996-07-01,IndProd,51.9
AT,1996-10-01,IndProd,56
AT,1997-01-01,IndProd,51.8
AT,1997-04-01,IndProd,55.7
AT,1997-07-01,IndProd,55.6
AT,1997-10-01,IndProd,60.9
AT,1998-01-01,IndProd,57.1
AT,1998-04-01,IndProd,60.4
AT,1998-07-01,IndProd,60.9
AT,1998-10-01,IndProd,64.5
AT,1999-01-01,IndProd,59
AT,1999-04-01,IndProd,64.2
AT,1999-07-01,IndProd,63.7
AT,1999-10-01,IndProd,71.5
AT,2000-01-01,IndProd,65.6
AT,2000-04-01,IndProd,69.9
AT,2000-07-01,IndProd,69.2
AT,2000-10-01,IndProd,76.1
AT,2001-01-01,IndProd,71.4
AT,2001-04-01,IndProd,72
AT,2001-07-01,IndProd,70.6
AT,2001-10-01,IndProd,75.5
AT,2002-01-01,IndProd,69.6
AT,2002-04-01,IndProd,74
AT,2002-07-01,IndProd,71.8
AT,2002-10-01,IndProd,77
AT,2003-01-01,IndProd,71.5
AT,2003-04-01,IndProd,73.8
AT,2003-07-01,IndProd,73.7
AT,2003-10-01,IndProd,78.7
AT,2004-01-01,IndProd,74.5
AT,2004-04-01,IndProd,79.3
AT,2004-07-01,IndProd,80.1
AT,2004-10-01,IndProd,84.8
AT,2005-01-01,IndProd,76.6
AT,2005-04-01,IndProd,83.7
AT,2005-07-01,IndProd,82
AT,2005-10-01,IndProd,89
AT,2006-01-01,IndProd,83.7
AT,2006-04-01,IndProd,87.6
AT,2006-07-01,IndProd,88
AT,2006-10-01,IndProd,95.5
AT,2007-01-01,IndProd,90.4
AT,2007-04-01,IndProd,93.1
AT,2007-07-01,IndProd,92.7
AT,2007-10-01,IndProd,99.2
AT,2008-01-01,IndProd,94
AT,2008-04-01,IndProd,98.9
AT,2008-07-01,IndProd,95.5
AT,2008-10-01,IndProd,95.7
AT,2009-01-01,IndProd,82.2
AT,2009-04-01,IndProd,81.6
AT,2009-07-01,IndProd,84.1
AT,2009-10-01,IndProd,90.8
AT,2010-01-01,IndProd,82
AT,2010-04-01,IndProd,89.4
AT,2010-07-01,IndProd,92.4
AT,2010-10-01,IndProd,98.8
AT,2011-01-01,IndProd,91.8
AT,2011-04-01,IndProd,96.7
AT,2011-07-01,IndProd,95.9
AT,2011-10-01,IndProd,100.7
AT,2012-01-01,IndProd,92.8
AT,2012-04-01,IndProd,96
AT,2012-07-01,IndProd,95.4
AT,2012-10-01,IndProd,100.6
AT,2013-01-01,IndProd,91.7
AT,2013-04-01,IndProd,96.7
AT,2013-07-01,IndProd,97
AT,2013-10-01,IndProd,102.1
AT,2014-01-01,IndProd,93.3
AT,2014-04-01,IndProd,97.8
AT,2014-07-01,IndProd,97.4
AT,2014-10-01,IndProd,102.5
AT,2015-01-01,IndProd,95.7
AT,2015-04-01,IndProd,99.6
AT,2015-07-01,IndProd,100.1
AT,2015-10-01,IndProd,104.6
AT,2016-01-01,IndProd,98.3
AT,2016-04-01,IndProd,102.6
AT,2016-07-01,IndProd,100.4
AT,2016-10-01,IndProd,107.8
AT,2017-01-01,IndProd,103.4
AT,2017-04-01,IndProd,106
AT,2017-07-01,IndProd,106.8
AT,2017-10-01,IndProd,114
AT,2018-01-01,IndProd,109.6
AT,2018-04-01,IndProd,112.4
AT,2018-07-01,IndProd,109.7
AT,2018-10-01,IndProd,120.3
AT,2019-01-01,IndProd,114.3
AT,2019-04-01,IndProd,112.4
AT,2019-07-01,IndProd,110.2
AT,2019-10-01,IndProd,116
AT,2020-01-01,IndProd,109.4
AT,2020-04-01,IndProd,94
AT,2020-07-01,IndProd,108
AT,2020-10-01,IndProd,116.9
AT,2021-01-01,IndProd,111.6
AT,2021-04-01,IndProd,118
AT,2021-07-01,IndProd,117.7
AT,2021-10-01,IndProd,129
AT,2022-01-01,IndProd,125.5
AT,2022-04-01,IndProd,128
AT,2022-07-01,IndProd,122.9
AT,2022-10-01,IndProd,131.1
AT,2023-01-01,IndProd,128
AT,2023-04-01,IndProd,126.3
AT,2023-07-01,IndProd,119.7
AT,2023-10-01,IndProd,124.2
AT,2002-01-01,Flights,4967
AT,2002-04-01,Flights,5166
AT,2002-07-01,Flights,5128
AT,2002-10-01,Flights,5070
AT,2003-01-01,Flights,4965
AT,2003-04-01,Flights,4749
AT,2003-07-01,Flights,4851
AT,2003-10-01,Flights,4847
AT,2004-01-01,Flights,4768
AT,2004-04-01,Flights,4788
AT,2004-07-01,Flights,4844
AT,2004-10-01,Flights,4572
AT,2005-01-01,Flights,4441
AT,2005-04-01,Flights,4965
AT,2005-07-01,Flights,4937
AT,2005-10-01,Flights,4748
AT,2006-01-01,Flights,5063
AT,2006-04-01,Flights,4931
AT,2006-07-01,Flights,5107
AT,2006-10-01,Flights,4572
AT,2007-01-01,Flights,4784
AT,2007-04-01,Flights,4958
AT,2007-07-01,Flights,5038
AT,2007-10-01,Flights,5117
AT,2008-01-01,Flights,5257
AT,2008-04-01,Flights,5238
AT,2008-07-01,Flights,5186
AT,2008-10-01,Flights,4949
AT,2009-01-01,Flights,5088
AT,2009-04-01,Flights,4857
AT,2009-07-01,Flights,5182
AT,2009-10-01,Flights,4873
AT,2010-01-01,Flights,4702
AT,2010-04-01,Flights,5109
AT,2010-07-01,Flights,5295
AT,2010-10-01,Flights,4811
AT,2011-01-01,Flights,4093
AT,2011-04-01,Flights,3950
AT,2011-07-01,Flights,3825
AT,2011-10-01,Flights,3609
AT,2012-01-01,Flights,3596
AT,2012-04-01,Flights,4198
AT,2012-07-01,Flights,4054
AT,2012-10-01,Flights,3796
AT,2013-01-01,Flights,3565
AT,2013-04-01,Flights,3927
AT,2013-07-01,Flights,3830
AT,2013-10-01,Flights,3612
AT,2014-01-01,Flights,3368
AT,2014-04-01,Flights,3546
AT,2014-07-01,Flights,3614
AT,2014-10-01,Flights,3500
AT,2015-01-01,Flights,3303
AT,2015-04-01,Flights,3065
AT,2015-07-01,Flights,3144
AT,2015-10-01,Flights,2985
AT,2016-01-01,Flights,2751
AT,2016-04-01,Flights,2925
AT,2016-07-01,Flights,2555
AT,2016-10-01,Flights,2834
AT,2017-01-01,Flights,2671
AT,2017-04-01,Flights,2784
AT,2017-07-01,Flights,2730
AT,2017-10-01,Flights,2758
AT,2018-01-01,Flights,2393
AT,2018-04-01,Flights,2782
AT,2018-07-01,Flights,2719
AT,2018-10-01,Flights,2738
AT,2019-01-01,Flights,2342
AT,2019-04-01,Flights,2423
AT,2019-07-01,Flights,2593
AT,2019-10-01,Flights,2552
AT,2020-01-01,Flights,1834
AT,2020-04-01,Flights,37
AT,2020-07-01,Flights,775
AT,2020-10-01,Flights,617
AT,2021-01-01,Flights,341
AT,2021-04-01,Flights,528
AT,2021-07-01,Flights,869
AT,2021-10-01,Flights,790
AT,2022-01-01,Flights,620
AT,2022-04-01,Flights,1099
AT,2022-07-01,Flights,1137
AT,2022-10-01,Flights,1069
AT,2023-01-01,Flights,939
AT,2023-04-01,Flights,1203
AT,2023-07-01,Flights,1065
AT,2023-10-01,Flights,1140
AT,2024-01-01,Flights,874
AT,1999-01-01,RoadFreight,8014
AT,1999-04-01,RoadFreight,8953
AT,1999-07-01,RoadFreight,8655
AT,1999-10-01,RoadFreight,8359
AT,2000-01-01,RoadFreight,8149
AT,2000-04-01,RoadFreight,9231
AT,2000-07-01,RoadFreight,9023
AT,2000-10-01,RoadFreight,8719
AT,2001-01-01,RoadFreight,8846
AT,2001-04-01,RoadFreight,9861
AT,2001-07-01,RoadFreight,9329
AT,2001-10-01,RoadFreight,9496
AT,2002-01-01,RoadFreight,9233
AT,2002-04-01,RoadFreight,9921
AT,2002-07-01,RoadFreight,9659
AT,2002-10-01,RoadFreight,9685
AT,2003-01-01,RoadFreight,9165
AT,2003-04-01,RoadFreight,10239
AT,2003-07-01,RoadFreight,9772
AT,2003-10-01,RoadFreight,10380
AT,2004-01-01,RoadFreight,10129
AT,2004-04-01,RoadFreight,10258
AT,2004-07-01,RoadFreight,9522
AT,2004-10-01,RoadFreight,9278
AT,2005-01-01,RoadFreight,9066
AT,2005-04-01,RoadFreight,9833
AT,2005-07-01,RoadFreight,9348
AT,2005-10-01,RoadFreight,8797
AT,2006-01-01,RoadFreight,9100
AT,2006-04-01,RoadFreight,10207
AT,2006-07-01,RoadFreight,10223
AT,2006-10-01,RoadFreight,9658
AT,2007-01-01,RoadFreight,9246
AT,2007-04-01,RoadFreight,9694
AT,2007-07-01,RoadFreight,9540
AT,2007-10-01,RoadFreight,8922
AT,2008-01-01,RoadFreight,8180
AT,2008-04-01,RoadFreight,9187
AT,2008-07-01,RoadFreight,8688
AT,2008-10-01,RoadFreight,8258
AT,2009-01-01,RoadFreight,7029
AT,2009-04-01,RoadFreight,7648
AT,2009-07-01,RoadFreight,7661
AT,2009-10-01,RoadFreight,6737
AT,2010-01-01,RoadFreight,7027
AT,2010-04-01,RoadFreight,7528
AT,2010-07-01,RoadFreight,7340
AT,2010-10-01,RoadFreight,6763
AT,2011-01-01,RoadFreight,6686
AT,2011-04-01,RoadFreight,7430
AT,2011-07-01,RoadFreight,7417
AT,2011-10-01,RoadFreight,7010
AT,2012-01-01,RoadFreight,6262
AT,2012-04-01,RoadFreight,7027
AT,2012-07-01,RoadFreight,6762
AT,2012-10-01,RoadFreight,6037
AT,2013-01-01,RoadFreight,5229
AT,2013-04-01,RoadFreight,6098
AT,2013-07-01,RoadFreight,6341
AT,2013-10-01,RoadFreight,6545
AT,2014-01-01,RoadFreight,5696
AT,2014-04-01,RoadFreight,6406
AT,2014-07-01,RoadFreight,6783
AT,2014-10-01,RoadFreight,6375
AT,2015-01-01,RoadFreight,5868
AT,2015-04-01,RoadFreight,6507
AT,2015-07-01,RoadFreight,6742
AT,2015-10-01,RoadFreight,6341
AT,2016-01-01,RoadFreight,6110
AT,2016-04-01,RoadFreight,6807
AT,2016-07-01,RoadFreight,6960
AT,2016-10-01,RoadFreight,6262
AT,2017-01-01,RoadFreight,6242
AT,2017-04-01,RoadFreight,6696
AT,2017-07-01,RoadFreight,6744
AT,2017-10-01,RoadFreight,6297
AT,2018-01-01,RoadFreight,6127
AT,2018-04-01,RoadFreight,6715
AT,2018-07-01,RoadFreight,6515
AT,2018-10-01,RoadFreight,6405
AT,2019-01-01,RoadFreight,6201
AT,2019-04-01,RoadFreight,6630
AT,2019-07-01,RoadFreight,6875
AT,2019-10-01,RoadFreight,6738
AT,2020-01-01,RoadFreight,6156
AT,2020-04-01,RoadFreight,6109
AT,2020-07-01,RoadFreight,6887
AT,2020-10-01,RoadFreight,6759
AT,2021-01-01,RoadFreight,6728
AT,2021-04-01,RoadFreight,7026
AT,2021-07-01,RoadFreight,7035
AT,2021-10-01,RoadFreight,6494
AT,2022-01-01,RoadFreight,6802
AT,2022-04-01,RoadFreight,6887
AT,2022-07-01,RoadFreight,6775
AT,2022-10-01,RoadFreight,6367
AT,2023-01-01,RoadFreight,6374
AT,2023-04-01,RoadFreight,6475
AT,2023-07-01,RoadFreight,6468
AT,2023-10-01,RoadFreight,6104
AT,1995-01-01,Slaughter,45.45
AT,1995-04-01,Slaughter,49.21
AT,1995-07-01,Slaughter,48.43
AT,1995-10-01,Slaughter,52.65
AT,1996-01-01,Slaughter,51.51
AT,1996-04-01,Slaughter,53.31
AT,1996-07-01,Slaughter,55.19
AT,1996-10-01,Slaughter,62.2
AT,1997-01-01,Slaughter,51.59
AT,1997-04-01,Slaughter,51.36
AT,1997-07-01,Slaughter,48.34
AT,1997-10-01,Slaughter,54.74
AT,1998-01-01,Slaughter,43.56
AT,1998-04-01,Slaughter,48.12
AT,1998-07-01,Slaughter,46.25
AT,1998-10-01,Slaughter,53.24
AT,1999-01-01,Slaughter,50.05
AT,1999-04-01,Slaughter,49.03
AT,1999-07-01,Slaughter,49.4
AT,1999-10-01,Slaughter,54.76
AT,2000-01-01,Slaughter,51.65
AT,2000-04-01,Slaughter,49.59
AT,2000-07-01,Slaughter,50.82
AT,2000-10-01,Slaughter,51.45
AT,2001-01-01,Slaughter,50.32
AT,2001-04-01,Slaughter,52.25
AT,2001-07-01,Slaughter,53.8
AT,2001-10-01,Slaughter,58.93
AT,2002-01-01,Slaughter,53.01
AT,2002-04-01,Slaughter,50.31
AT,2002-07-01,Slaughter,51.56
AT,2002-10-01,Slaughter,56.98
AT,2003-01-01,Slaughter,51.13
AT,2003-04-01,Slaughter,47.46
AT,2003-07-01,Slaughter,53
AT,2003-10-01,Slaughter,56.54
AT,2004-01-01,Slaughter,52.38
AT,2004-04-01,Slaughter,48.11
AT,2004-07-01,Slaughter,49.56
AT,2004-10-01,Slaughter,56.23
AT,2005-01-01,Slaughter,47.79
AT,2005-04-01,Slaughter,49.32
AT,2005-07-01,Slaughter,49.84
AT,2005-10-01,Slaughter,56.81
AT,2006-01-01,Slaughter,53.06
AT,2006-04-01,Slaughter,51.54
AT,2006-07-01,Slaughter,51.42
AT,2006-10-01,Slaughter,58.56
AT,2007-01-01,Slaughter,53.75
AT,2007-04-01,Slaughter,49.25
AT,2007-07-01,Slaughter,52.68
AT,2007-10-01,Slaughter,59.88
AT,2008-01-01,Slaughter,54.82
AT,2008-04-01,Slaughter,53.84
AT,2008-07-01,Slaughter,53.17
AT,2008-10-01,Slaughter,59.33
AT,2009-01-01,Slaughter,54.64
AT,2009-04-01,Slaughter,52.68
AT,2009-07-01,Slaughter,54.93
AT,2009-10-01,Slaughter,61.41
AT,2010-01-01,Slaughter,53.15
AT,2010-04-01,Slaughter,53.86
AT,2010-07-01,Slaughter,53.95
AT,2010-10-01,Slaughter,63.84
AT,2011-01-01,Slaughter,53.1
AT,2011-04-01,Slaughter,51.74
AT,2011-07-01,Slaughter,53.48
AT,2011-10-01,Slaughter,62.34
AT,2012-01-01,Slaughter,54.68
AT,2012-04-01,Slaughter,50.91
AT,2012-07-01,Slaughter,53.47
AT,2012-10-01,Slaughter,62.07
AT,2013-01-01,Slaughter,55.57
AT,2013-04-01,Slaughter,52.61
AT,2013-07-01,Slaughter,56.61
AT,2013-10-01,Slaughter,62.43
AT,2014-01-01,Slaughter,55.45
AT,2014-04-01,Slaughter,50.07
AT,2014-07-01,Slaughter,54.81
AT,2014-10-01,Slaughter,61.29
AT,2015-01-01,Slaughter,56.56
AT,2015-04-01,Slaughter,53.89
AT,2015-07-01,Slaughter,55.77
AT,2015-10-01,Slaughter,62.52
AT,2016-01-01,Slaughter,57.44
AT,2016-04-01,Slaughter,54.2
AT,2016-07-01,Slaughter,54.03
AT,2016-10-01,Slaughter,61.78
AT,2017-01-01,Slaughter,55.55
AT,2017-04-01,Slaughter,53.71
AT,2017-07-01,Slaughter,53.1
AT,2017-10-01,Slaughter,63.75
AT,2018-01-01,Slaughter,59.21
AT,2018-04-01,Slaughter,55.57
AT,2018-07-01,Slaughter,55.03
AT,2018-10-01,Slaughter,63.65
AT,2019-01-01,Slaughter,57.07
AT,2019-04-01,Slaughter,54.57
AT,2019-07-01,Slaughter,54.47
AT,2019-10-01,Slaughter,63.49
AT,2020-01-01,Slaughter,57.17
AT,2020-04-01,Slaughter,51.63
AT,2020-07-01,Slaughter,52.09
AT,2020-10-01,Slaughter,57.48
AT,2021-01-01,Slaughter,52.4
AT,2021-04-01,Slaughter,51.92
AT,2021-07-01,Slaughter,50.8
AT,2021-10-01,Slaughter,58.63
AT,2022-01-01,Slaughter,51.74
AT,2022-04-01,Slaughter,52.95
AT,2022-07-01,Slaughter,48.7
AT,2022-10-01,Slaughter,56.73
AT,2023-01-01,Slaughter,52.93
AT,2023-04-01,Slaughter,48.68
AT,2023-07-01,Slaughter,47.58
AT,2023-10-01,Slaughter,55.37
AT,2024-01-01,Slaughter,50.67
AT,1970-01-01,EmiCH4Livestock,55.98263935
AT,1970-04-01,EmiCH4Livestock,55.98263935
AT,1970-07-01,EmiCH4Livestock,55.98263935
AT,1970-10-01,EmiCH4Livestock,55.99159693
AT,1971-01-01,EmiCH4Livestock,56.91284606
AT,1971-04-01,EmiCH4Livestock,56.91284606
AT,1971-07-01,EmiCH4Livestock,56.91284606
AT,1971-10-01,EmiCH4Livestock,56.92195248
AT,1972-01-01,EmiCH4Livestock,56.55414237
AT,1972-04-01,EmiCH4Livestock,56.55414237
AT,1972-07-01,EmiCH4Livestock,56.55414237
AT,1972-10-01,EmiCH4Livestock,56.56319139
AT,1973-01-01,EmiCH4Livestock,57.13833743
AT,1973-04-01,EmiCH4Livestock,57.13833743
AT,1973-07-01,EmiCH4Livestock,57.13833743
AT,1973-10-01,EmiCH4Livestock,57.14747993
AT,1974-01-01,EmiCH4Livestock,58.73171291
AT,1974-04-01,EmiCH4Livestock,58.73171291
AT,1974-07-01,EmiCH4Livestock,58.73171291
AT,1974-10-01,EmiCH4Livestock,58.74111036
AT,1975-01-01,EmiCH4Livestock,58.61202499
AT,1975-04-01,EmiCH4Livestock,58.61202499
AT,1975-07-01,EmiCH4Livestock,58.61202499
AT,1975-10-01,EmiCH4Livestock,58.62140329
AT,1976-01-01,EmiCH4Livestock,58.08754829
AT,1976-04-01,EmiCH4Livestock,58.08754829
AT,1976-07-01,EmiCH4Livestock,58.08754829
AT,1976-10-01,EmiCH4Livestock,58.09684267
AT,1977-01-01,EmiCH4Livestock,58.77788919
AT,1977-04-01,EmiCH4Livestock,58.77788919
AT,1977-07-01,EmiCH4Livestock,58.77788919
AT,1977-10-01,EmiCH4Livestock,58.78729403
AT,1978-01-01,EmiCH4Livestock,59.29330106
AT,1978-04-01,EmiCH4Livestock,59.29330106
AT,1978-07-01,EmiCH4Livestock,59.29330106
AT,1978-10-01,EmiCH4Livestock,59.30278837
AT,1979-01-01,EmiCH4Livestock,60.60739582
AT,1979-04-01,EmiCH4Livestock,60.60739582
AT,1979-07-01,EmiCH4Livestock,60.60739582
AT,1979-10-01,EmiCH4Livestock,60.61709339
AT,1980-01-01,EmiCH4Livestock,60.24379942
AT,1980-04-01,EmiCH4Livestock,60.24379942
AT,1980-07-01,EmiCH4Livestock,60.24379942
AT,1980-10-01,EmiCH4Livestock,60.25343881
AT,1981-01-01,EmiCH4Livestock,59.34314315
AT,1981-04-01,EmiCH4Livestock,59.34314315
AT,1981-07-01,EmiCH4Livestock,59.34314315
AT,1981-10-01,EmiCH4Livestock,59.35263843
AT,1982-01-01,EmiCH4Livestock,60.30428016
AT,1982-04-01,EmiCH4Livestock,60.30428016
AT,1982-07-01,EmiCH4Livestock,60.30428016
AT,1982-10-01,EmiCH4Livestock,60.31392923
AT,1983-01-01,EmiCH4Livestock,60.64051778
AT,1983-04-01,EmiCH4Livestock,60.64051778
AT,1983-07-01,EmiCH4Livestock,60.64051778
AT,1983-10-01,EmiCH4Livestock,60.65022066
AT,1984-01-01,EmiCH4Livestock,61.92358462
AT,1984-04-01,EmiCH4Livestock,61.92358462
AT,1984-07-01,EmiCH4Livestock,61.92358462
AT,1984-10-01,EmiCH4Livestock,61.93349279
AT,1985-01-01,EmiCH4Livestock,62.68299323
AT,1985-04-01,EmiCH4Livestock,62.68299323
AT,1985-07-01,EmiCH4Livestock,62.68299323
AT,1985-10-01,EmiCH4Livestock,62.69302292
AT,1986-01-01,EmiCH4Livestock,62.14051046
AT,1986-04-01,EmiCH4Livestock,62.14051046
AT,1986-07-01,EmiCH4Livestock,62.14051046
AT,1986-10-01,EmiCH4Livestock,62.15045334
AT,1987-01-01,EmiCH4Livestock,61.50829326
AT,1987-04-01,EmiCH4Livestock,61.50829326
AT,1987-07-01,EmiCH4Livestock,61.50829326
AT,1987-10-01,EmiCH4Livestock,61.51813499
AT,1988-01-01,EmiCH4Livestock,60.09382744
AT,1988-04-01,EmiCH4Livestock,60.09382744
AT,1988-07-01,EmiCH4Livestock,60.09382744
AT,1988-10-01,EmiCH4Livestock,60.10344284
AT,1989-01-01,EmiCH4Livestock,58.87107544
AT,1989-04-01,EmiCH4Livestock,58.87107544
AT,1989-07-01,EmiCH4Livestock,58.87107544
AT,1989-10-01,EmiCH4Livestock,58.88049519
AT,1990-01-01,EmiCH4Livestock,59.100864
AT,1990-04-01,EmiCH4Livestock,59.100864
AT,1990-07-01,EmiCH4Livestock,59.100864
AT,1990-10-01,EmiCH4Livestock,59.11032051
AT,1991-01-01,EmiCH4Livestock,59.28021978
AT,1991-04-01,EmiCH4Livestock,59.28021978
AT,1991-07-01,EmiCH4Livestock,59.28021978
AT,1991-10-01,EmiCH4Livestock,59.28970499
AT,1992-01-01,EmiCH4Livestock,58.55189583
AT,1992-04-01,EmiCH4Livestock,58.55189583
AT,1992-07-01,EmiCH4Livestock,58.55189583
AT,1992-10-01,EmiCH4Livestock,58.5612645
AT,1993-01-01,EmiCH4Livestock,56.71538635
AT,1993-04-01,EmiCH4Livestock,56.71538635
AT,1993-07-01,EmiCH4Livestock,56.71538635
AT,1993-10-01,EmiCH4Livestock,56.72446117
AT,1994-01-01,EmiCH4Livestock,56.16854525
AT,1994-04-01,EmiCH4Livestock,56.16854525
AT,1994-07-01,EmiCH4Livestock,56.16854525
AT,1994-10-01,EmiCH4Livestock,56.17753258
AT,1995-01-01,EmiCH4Livestock,54.07526816
AT,1995-04-01,EmiCH4Livestock,54.07526816
AT,1995-07-01,EmiCH4Livestock,54.07526816
AT,1995-10-01,EmiCH4Livestock,54.08392054
AT,1996-01-01,EmiCH4Livestock,54.14666406
AT,1996-04-01,EmiCH4Livestock,54.14666406
AT,1996-07-01,EmiCH4Livestock,54.14666406
AT,1996-10-01,EmiCH4Livestock,54.15532787
AT,1997-01-01,EmiCH4Livestock,53.43345592
AT,1997-04-01,EmiCH4Livestock,53.43345592
AT,1997-07-01,EmiCH4Livestock,53.43345592
AT,1997-10-01,EmiCH4Livestock,53.44200562
AT,1998-01-01,EmiCH4Livestock,52.24491804
AT,1998-04-01,EmiCH4Livestock,52.24491804
AT,1998-07-01,EmiCH4Livestock,52.24491804
AT,1998-10-01,EmiCH4Livestock,52.25327756
AT,1999-01-01,EmiCH4Livestock,52.22804118
AT,1999-04-01,EmiCH4Livestock,52.22804118
AT,1999-07-01,EmiCH4Livestock,52.22804118
AT,1999-10-01,EmiCH4Livestock,52.236398
AT,2000-01-01,EmiCH4Livestock,51.6092272
AT,2000-04-01,EmiCH4Livestock,51.6092272
AT,2000-07-01,EmiCH4Livestock,51.6092272
AT,2000-10-01,EmiCH4Livestock,51.61748501
AT,2001-01-01,EmiCH4Livestock,51.66193857
AT,2001-04-01,EmiCH4Livestock,51.66193857
AT,2001-07-01,EmiCH4Livestock,51.66193857
AT,2001-10-01,EmiCH4Livestock,51.67020481
AT,2002-01-01,EmiCH4Livestock,51.25533562
AT,2002-04-01,EmiCH4Livestock,51.25533562
AT,2002-07-01,EmiCH4Livestock,51.25533562
AT,2002-10-01,EmiCH4Livestock,51.2635368
AT,2003-01-01,EmiCH4Livestock,49.89361834
AT,2003-04-01,EmiCH4Livestock,49.89361834
AT,2003-07-01,EmiCH4Livestock,49.89361834
AT,2003-10-01,EmiCH4Livestock,49.90160163
AT,2004-01-01,EmiCH4Livestock,49.24752629
AT,2004-04-01,EmiCH4Livestock,49.24752629
AT,2004-07-01,EmiCH4Livestock,49.24752629
AT,2004-10-01,EmiCH4Livestock,49.2554062
AT,2005-01-01,EmiCH4Livestock,48.20221632
AT,2005-04-01,EmiCH4Livestock,48.20221632
AT,2005-07-01,EmiCH4Livestock,48.20221632
AT,2005-10-01,EmiCH4Livestock,48.20992899
AT,2006-01-01,EmiCH4Livestock,48.38487881
AT,2006-04-01,EmiCH4Livestock,48.38487881
AT,2006-07-01,EmiCH4Livestock,48.38487881
AT,2006-10-01,EmiCH4Livestock,48.3926207
AT,2007-01-01,EmiCH4Livestock,48.16143648
AT,2007-04-01,EmiCH4Livestock,48.16143648
AT,2007-07-01,EmiCH4Livestock,48.16143648
AT,2007-10-01,EmiCH4Livestock,48.16914262
AT,2008-01-01,EmiCH4Livestock,48.6097429
AT,2008-04-01,EmiCH4Livestock,48.6097429
AT,2008-07-01,EmiCH4Livestock,48.6097429
AT,2008-10-01,EmiCH4Livestock,48.61752077
AT,2009-01-01,EmiCH4Livestock,48.48073383
AT,2009-04-01,EmiCH4Livestock,48.48073383
AT,2009-07-01,EmiCH4Livestock,48.48073383
