time,values,geo,na_item
1987-07-01,16.891173342786242,FR,PriceOil
1987-10-01,14.718721686846225,FR,PriceOil
1988-01-01,12.695581678151601,FR,PriceOil
1988-04-01,13.261530872317685,FR,PriceOil
1988-07-01,12.868175287356323,FR,PriceOil
1988-10-01,11.595317439972657,FR,PriceOil
1989-01-01,15.627774817971941,FR,PriceOil
1989-04-01,17.527692450898257,FR,PriceOil
1989-07-01,16.105702364394993,FR,PriceOil
1989-10-01,16.96072346839259,FR,PriceOil
1990-01-01,16.441310659477395,FR,PriceOil
1990-04-01,13.093972356260737,FR,PriceOil
1990-07-01,20.17740069417663,FR,PriceOil
1990-10-01,23.88409190692229,FR,PriceOil
1991-01-01,15.522254529188102,FR,PriceOil
1991-04-01,15.889188278881779,FR,PriceOil
1991-07-01,16.884772263766145,FR,PriceOil
1991-10-01,16.44479872459147,FR,PriceOil
1992-01-01,14.216695707270711,FR,PriceOil
1992-04-01,15.733605912879383,FR,PriceOil
1992-07-01,14.4959953820622,FR,PriceOil
1992-10-01,15.15653339641984,FR,PriceOil
1993-01-01,15.321293574128518,FR,PriceOil
1993-04-01,15.12263838249917,FR,PriceOil
1993-07-01,14.335390767625833,FR,PriceOil
1993-10-01,13.31578947368421,FR,PriceOil
1994-01-01,12.406683256309991,FR,PriceOil
1994-04-01,13.838748495788208,FR,PriceOil
1994-07-01,13.677861102054127,FR,PriceOil
1994-10-01,13.352685050798257,FR,PriceOil
1995-01-01,13.264745150396607,FR,PriceOil
1995-04-01,13.57625845229151,FR,PriceOil
1995-07-01,12.351417250838159,FR,PriceOil
1995-10-01,12.843479580992867,FR,PriceOil
1996-01-01,14.417773634739374,FR,PriceOil
1996-04-01,15.544041450777202,FR,PriceOil
1996-07-01,16.371056349081776,FR,PriceOil
1996-10-01,18.68610824946509,FR,PriceOil
1997-01-01,17.998303647158608,FR,PriceOil
1997-04-01,15.784871010056845,FR,PriceOil
1997-07-01,16.93039421933596,FR,PriceOil
1997-10-01,16.699305679188182,FR,PriceOil
1998-01-01,12.973868237026132,FR,PriceOil
1998-04-01,12.095601599418393,FR,PriceOil
1998-07-01,11.147892994542365,FR,PriceOil
1998-10-01,9.524214103653357,FR,PriceOil
1999-01-01,10.137303851640514,FR,PriceOil
1999-04-01,14.646608004541585,FR,PriceOil
1999-07-01,19.683387373641047,FR,PriceOil
1999-10-01,23.102119460500962,FR,PriceOil
2000-01-01,27.328940699442473,FR,PriceOil
2000-04-01,28.943420488641234,FR,PriceOil
2000-07-01,33.87096774193548,FR,PriceOil
2000-10-01,34.458136588736615,FR,PriceOil
2001-01-01,27.96793760831889,FR,PriceOil
2001-04-01,31.277936962750715,FR,PriceOil
2001-07-01,28.41738739750646,FR,PriceOil
2001-10-01,21.654202477955128,FR,PriceOil
2002-01-01,24.093086926762492,FR,PriceOil
2002-04-01,27.329124945581192,FR,PriceOil
2002-07-01,27.33279121772718,FR,PriceOil
2002-10-01,26.756053632179306,FR,PriceOil
2003-01-01,29.354207436399218,FR,PriceOil
2003-04-01,23.012662680267326,FR,PriceOil
2003-07-01,25.275604551920342,FR,PriceOil
2003-10-01,24.73507148864592,FR,PriceOil
2004-01-01,25.598143554453067,FR,PriceOil
2004-04-01,29.395650008301512,FR,PriceOil
2004-07-01,33.87070376432079,FR,PriceOil
2004-10-01,33.913847576481466,FR,PriceOil
2005-01-01,36.50575764508503,FR,PriceOil
2005-04-01,40.98777195489915,FR,PriceOil
2005-07-01,50.47135011066481,FR,PriceOil
2005-10-01,47.83742847526086,FR,PriceOil
2006-01-01,51.39316310405057,FR,PriceOil
2006-04-01,55.229693212525824,FR,PriceOil
2006-07-01,54.72023856234796,FR,PriceOil
2006-10-01,46.20935826802204,FR,PriceOil
2007-01-01,44.13245841599268,FR,PriceOil
2007-04-01,50.879014909873156,FR,PriceOil
2007-07-01,54.41112243412433,FR,PriceOil
