,"European Union Emissions Trading System",,,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," "
2007-05-16,1,1.351131818,EUR,,0.28," "
2007-05-18,1,1.351131818,EUR,,0.27," "
2007-05-21,1,1.351131818,EUR,,0.27," "
2007-05-22,1,1.351131818,EUR,,0.27," "
2007-05-23,1,1.351131818,EUR,,0.27," "
2007-05-24,1,1.351131818,EUR,,0.28," "
2007-05-25,1,1.351131818,EUR,,0.26," "
2007-05-29,1,1.351131818,EUR,,0.25," "
2007-05-30,1,1.351131818,EUR,,0.24," "
2007-05-31,1,1.351131818,EUR,,0.24," "
2007-06-01,1,1.341857143,EUR,,0.24," "
2007-06-04,1,1.341857143,EUR,,0.24," "
2007-06-05,1,1.341857143,EUR,,0.25," "
2007-06-06,1,1.341857143,EUR,,0.26," "
2007-06-07,1,1.341857143,EUR,,0.24," "
2007-06-08,1,1.341857143,EUR,,0.25," "
2007-06-11,1,1.341857143,EUR,,0.23," "
2007-06-12,1,1.341857143,EUR,,0.21," "
2007-06-13,1,1.341857143,EUR,,0.19," "
2007-06-14,1,1.341857143,EUR,,0.16," "
2007-06-15,1,1.341857143,EUR,,0.15," "
2007-06-18,1,1.341857143,EUR,,0.12," "
2007-06-19,1,1.341857143,EUR,,0.12," "
2007-06-20,1,1.341857143,EUR,,0.12," "
2007-06-21,1,1.341857143,EUR,,0.11," "
2007-06-22,1,1.341857143,EUR,,0.1," "
2007-06-25,1,1.341857143,EUR,,0.08," "
2007-06-26,1,1.341857143,EUR,,0.1," "
2007-06-27,1,1.341857143,EUR,,0.11," "
2007-06-28,1,1.341857143,EUR,,0.11," "
2007-06-29,1,1.341857143,EUR,,0.12," "
2007-07-02,1,1.371559091,EUR,,0.12," "
2007-07-03,1,1.371559091,EUR,,0.11," "
2007-07-04,1,1.371559091,EUR,,0.1," "
2007-07-05,1,1.371559091,EUR,,0.1," "
2007-07-06,1,1.371559091,EUR,,0.13," "
2007-07-09,1,1.371559091,EUR,,0.12," "
2007-07-10,1,1.371559091,EUR,,0.11," "
2007-07-11,1,1.371559091,EUR,,0.11," "
2007-07-12,1,1.371559091,EUR,,0.11," "
2007-07-13,1,1.371559091,EUR,,0.12," "
2007-07-16,1,1.371559091,EUR,,0.11," "
2007-07-17,1,1.371559091,EUR,,0.11," "
2007-07-18,1,1.371559091,EUR,,0.11," "
2007-07-19,1,1.371559091,EUR,,0.1," "
2007-07-20,1,1.371559091,EUR,,0.11," "
2007-07-23,1,1.371559091,EUR,,0.1," "
2007-07-24,1,1.371559091,EUR,,0.11," "
2007-07-25,1,1.371559091,EUR,,0.11," "
2007-07-26,1,1.371559091,EUR,,0.11," "
2007-07-27,1,1.371559091,EUR,,0.11," "
2007-07-30,1,1.371559091,EUR,,0.1," "
2007-07-31,1,1.371559091,EUR,,0.1," "
2007-08-01,1,1.362247826,EUR,,0.1," "
2007-08-02,1,1.362247826,EUR,,0.09," "
2007-08-03,1,1.362247826,EUR,,0.09," "
2007-08-06,1,1.362247826,EUR,,0.09," "
2007-08-07,1,1.362247826,EUR,,0.08," "
2007-08-08,1,1.362247826,EUR,,0.08," "
2007-08-09,1,1.362247826,EUR,,0.08," "
2007-08-10,1,1.362247826,EUR,,0.09," "
2007-08-13,1,1.362247826,EUR,,0.08," "
2007-08-14,1,1.362247826,EUR,,0.08," "
2007-08-15,1,1.362247826,EUR,,0.09," "
2007-08-16,1,1.362247826,EUR,,0.09," "
2007-08-17,1,1.362247826,EUR,,0.09," "
2007-08-20,1,1.362247826,EUR,,0.08," "
2007-08-21,1,1.362247826,EUR,,0.09," "
2007-08-22,1,1.362247826,EUR,,0.08," "
2007-08-23,1,1.362247826,EUR,,0.09," "
2007-08-24,1,1.362247826,EUR,,0.09," "
2007-08-27,1,1.362247826,EUR,,0.09," "
2007-08-28,1,1.362247826,EUR,,0.09," "
2007-08-29,1,1.362247826,EUR,,0.09," "
2007-08-30,1,1.362247826,EUR,,0.09," "
2007-08-31,1,1.362247826,EUR,,0.09," "
2007-09-03,1,1.389645,EUR,,0.09," "
2007-09-04,1,1.389645,EUR,,0.09," "
2007-09-05,1,1.389645,EUR,,0.08," "
2007-09-06,1,1.389645,EUR,,0.07," "
2007-09-07,1,1.389645,EUR,,0.08," "
2007-09-10,1,1.389645,EUR,,0.07," "
2007-09-11,1,1.389645,EUR,,0.07," "
2007-09-12,1,1.389645,EUR,,0.07," "
2007-09-13,1,1.389645,EUR,,0.07," "
2007-09-14,1,1.389645,EUR,,0.06," "
2007-09-17,1,1.389645,EUR,,0.05," "
2007-09-18,1,1.389645,EUR,,0.05," "
2007-09-19,1,1.389645,EUR,,0.05," "
2007-09-20,1,1.389645,EUR,,0.06," "
2007-09-21,1,1.389645,EUR,,0.06," "
2007-09-24,1,1.389645,EUR,,0.05," "
2007-09-25,1,1.389645,EUR,,0.05," "
2007-09-26,1,1.389645,EUR,,0.05," "
2007-09-27,1,1.389645,EUR,,0.06," "
2007-09-28,1,1.389645,EUR,,0.07," "
2007-10-01,1,1.422747826,EUR,,0.05," "
2007-10-02,1,1.422747826,EUR,,0.04," "
2007-10-04,1,1.422747826,EUR,,0.04," "
2007-10-05,1,1.422747826,EUR,,0.05," "
2007-10-08,1,1.422747826,EUR,,0.05," "
2007-10-09,1,1.422747826,EUR,,0.05," "
2007-10-10,1,1.422747826,EUR,,0.05," "
2007-10-11,1,1.422747826,EUR,,0.04," "
2007-10-12,1,1.422747826,EUR,,0.04," "
2007-10-15,1,1.422747826,EUR,,0.04," "
2007-10-16,1,1.422747826,EUR,,0.05," "
2007-10-17,1,1.422747826,EUR,,0.04," "
2007-10-18,1,1.422747826,EUR,,0.04," "
2007-10-19,1,1.422747826,EUR,,0.04," "
2007-10-22,1,1.422747826,EUR,,0.04," "
2007-10-23,1,1.422747826,EUR,,0.06," "
2007-10-24,1,1.422747826,EUR,,0.06," "
2007-10-25,1,1.422747826,EUR,,0.06," "
2007-10-26,1,1.422747826,EUR,,0.06," "
2007-10-29,1,1.422747826,EUR,,0.05," "
2007-10-30,1,1.422747826,EUR,,0.05," "
2007-10-31,1,1.422747826,EUR,,0.06," "
2007-11-01,1,1.468363636,EUR,,0.07," "
2007-11-02,1,1.468363636,EUR,,0.05," "
2007-11-05,1,1.468363636,EUR,,0.06," "
2007-11-06,1,1.468363636,EUR,,0.06," "
2007-11-07,1,1.468363636,EUR,,0.07," "
2007-11-08,1,1.468363636,EUR,,0.1," "
2007-11-09,1,1.468363636,EUR,,0.1," "
2007-11-12,1,1.468363636,EUR,,0.1," "
2007-11-13,1,1.468363636,EUR,,0.09," "
2007-11-14,1,1.468363636,EUR,,0.08," "
2007-11-15,1,1.468363636,EUR,,0.07," "
2007-11-16,1,1.468363636,EUR,,0.08," "
2007-11-19,1,1.468363636,EUR,,0.07," "
2007-11-20,1,1.468363636,EUR,,0.06," "
2007-11-21,1,1.468363636,EUR,,0.06," "
2007-11-22,1,1.468363636,EUR,,0.06," "
2007-11-23,1,1.468363636,EUR,,0.05," "
2007-11-26,1,1.468363636,EUR,,0.05," "
2007-11-27,1,1.468363636,EUR,,0.05," "
2007-11-28,1,1.468363636,EUR,,0.05," "
2007-11-29,1,1.468363636,EUR,,0.05," "
2007-11-30,1,1.468363636,EUR,,0.05," "
2007-12-03,1,1.457036842,EUR,,0.03," "
2007-12-04,1,1.457036842,EUR,,0.04," "
2007-12-05,1,1.457036842,EUR,,0.03," "
2007-12-06,1,1.457036842,EUR,,0.03," "
2007-12-07,1,1.457036842,EUR,,0.03," "
2007-12-10,1,1.457036842,EUR,,0.03," "
2007-12-11,1,1.457036842,EUR,,0.02," "
2007-12-12,1,1.457036842,EUR,,0.02," "
2007-12-13,1,1.457036842,EUR,,0.02," "
2007-12-14,1,1.457036842,EUR,,0.01," "
2007-12-17,1,1.457036842,EUR,,0.03," "
2007-12-18,1,1.457036842,EUR,,0.02," "
2007-12-19,1,1.457036842,EUR,,0.02," "
2007-12-20,1,1.457036842,EUR,,0.02," "
2007-12-21,1,1.457036842,EUR,,0.02," "
2007-12-27,1,1.457036842,EUR,,0.02," "
2007-12-28,1,1.457036842,EUR,,0.02," "
2008-01-02,1,1.471790909,EUR,,0.02," "
2008-01-03,1,1.471790909,EUR,,0.02," "
2008-01-04,1,1.471790909,EUR,,0.02," "
2008-01-07,1,1.471790909,EUR,,0.02," "
2008-01-08,1,1.471790909,EUR,,0.03," "
2008-01-09,1,1.471790909,EUR,,0.02," "
2008-01-10,1,1.471790909,EUR,,0.03," "
2008-01-11,1,1.471790909,EUR,,0.03," "
2008-01-14,1,1.471790909,EUR,,0.04," "
2008-01-15,1,1.471790909,EUR,,0.04," "
2008-01-16,1,1.471790909,EUR,,0.04," "
2008-01-17,1,1.471790909,EUR,,0.04," "
2008-01-18,1,1.471790909,EUR,,0.03," "
2008-01-21,1,1.471790909,EUR,,0.02," "
2008-01-22,1,1.471790909,EUR,,0.03," "
2008-01-23,1,1.471790909,EUR,,0.03," "
2008-01-24,1,1.471790909,EUR,,0.03," "
2008-01-25,1,1.471790909,EUR,,0.03," "
2008-01-28,1,1.471790909,EUR,,0.03," "
2008-01-29,1,1.471790909,EUR,,0.03," "
2008-01-30,1,1.471790909,EUR,,0.02," "
2008-01-31,1,1.471790909,EUR,,0.03," "
2008-02-01,1,1.474838095,EUR,,0.03," "
2008-02-04,1,1.474838095,EUR,,0.02," "
2008-02-05,1,1.474838095,EUR,,0.03," "
2008-02-06,1,1.474838095,EUR,,0.03," "
2008-02-07,1,1.474838095,EUR,,0.02," "
2008-02-08,1,1.474838095,EUR,,0.03," "
2008-02-11,1,1.474838095,EUR,,0.02," "
2008-02-12,1,1.474838095,EUR,,0.02," "
2008-02-13,1,1.474838095,EUR,,0.03," "
2008-02-14,1,1.474838095,EUR,,0.03," "
2008-02-15,1,1.474838095,EUR,,0.02," "
2008-02-18,1,1.474838095,EUR,,0.03," "
2008-02-19,1,1.474838095,EUR,,0.03," "
2008-02-20,1,1.474838095,EUR,,0.04," "
2008-02-21,1,1.474838095,EUR,,0.03," "
2008-02-22,1,1.474838095,EUR,,0.04," "
2008-02-25,1,1.474838095,EUR,,0.04," "
2008-02-26,1,1.474838095,EUR,,0.03," "
2008-02-27,1,1.474838095,EUR,,0.03," "
2008-02-28,1,1.474838095,EUR,,0.04," "
2008-02-29,1,1.474838095,EUR,,0.04," "
2008-03-03,1,1.552652632,EUR,,0.03," "
2008-03-04,1,1.552652632,EUR,,0.03," "
2008-03-05,1,1.552652632,EUR,,0.03," "
2008-03-06,1,1.552652632,EUR,,0.03," "
2008-03-07,1,1.552652632,EUR,,0.03," "
2008-03-10,1,1.552652632,EUR,,0.02," "
2008-03-11,1,1.552652632,EUR,,0.01," "
2008-03-12,1,1.552652632,EUR,,0.01," "
2008-03-13,1,1.552652632,EUR,,0.01," "
2008-03-14,1,1.552652632,EUR,,0.01," "
2008-03-17,1,1.552652632,EUR,,0.02," "
2008-03-18,1,1.552652632,EUR,,0.02," "
2008-03-19,1,1.552652632,EUR,,0.02," "
2008-03-20,1,1.552652632,EUR,,0.02," "
2008-03-25,1,1.552652632,EUR,,21.89," "
2008-03-26,1,1.552652632,EUR,,21.88," "
2008-03-27,1,1.552652632,EUR,,21.59," "
2008-03-28,1,1.552652632,EUR,,21.05," "
2008-03-31,1,1.552652632,EUR,,21.57," "
2008-04-01,1,1.57505,EUR,,22.02," "
2008-04-02,1,1.57505,EUR,,22.4," "
2008-04-03,1,1.57505,EUR,,23.05," "
2008-04-04,1,1.57505,EUR,,22.72," "
2008-04-07,1,1.57505,EUR,,23.25," "
2008-04-08,1,1.57505,EUR,,23.27," "
2008-04-09,1,1.57505,EUR,,23.24," "
2008-04-10,1,1.57505,EUR,,23.87," "
2008-04-11,1,1.57505,EUR,,23.87," "
2008-04-14,1,1.57505,EUR,,24.6," "
2008-04-15,1,1.57505,EUR,,24.78," "
2008-04-16,1,1.57505,EUR,,24.78," "
2008-04-17,1,1.57505,EUR,,24.29," "
2008-04-18,1,1.57505,EUR,,24.02," "
2008-04-21,1,1.57505,EUR,,24.84," "
2008-04-22,1,1.57505,EUR,,24.91," "
2008-04-23,1,1.57505,EUR,,24.6," "
2008-04-24,1,1.57505,EUR,,24.6," "
2008-04-25,1,1.57505,EUR,,24.27," "
2008-04-28,1,1.57505,EUR,,24.32," "
2008-04-29,1,1.57505,EUR,,23.74," "
2008-04-30,1,1.57505,EUR,,23.85," "
2008-05-02,1,1.5557,EUR,,23.86," "
2008-05-05,1,1.5557,EUR,,24.83," "
2008-05-06,1,1.5557,EUR,,24.82," "
2008-05-07,1,1.5557,EUR,,24.85," "
2008-05-08,1,1.5557,EUR,,24.78," "
2008-05-09,1,1.5557,EUR,,24.69," "
2008-05-13,1,1.5557,EUR,,24.46," "
2008-05-14,1,1.5557,EUR,,24.08," "
2008-05-15,1,1.5557,EUR,,24.6," "
2008-05-16,1,1.5557,EUR,,24.36," "
2008-05-19,1,1.5557,EUR,,24.83," "
2008-05-20,1,1.5557,EUR,,24.85," "
2008-05-21,1,1.5557,EUR,,25.12," "
2008-05-22,1,1.5557,EUR,,25.45," "
2008-05-23,1,1.5557,EUR,,25.37," "
2008-05-26,1,1.5557,EUR,,25.7," "
2008-05-27,1,1.5557,EUR,,25.98," "
2008-05-28,1,1.5557,EUR,,25.87," "
2008-05-29,1,1.5557,EUR,,26.05," "
2008-05-30,1,1.5557,EUR,,26.7," "
2008-06-02,1,1.55527619,EUR,,25.18," "
2008-06-03,1,1.55527619,EUR,,26.68," "
2008-06-04,1,1.55527619,EUR,,26.28," "
2008-06-05,1,1.55527619,EUR,,26.06," "
2008-06-06,1,1.55527619,EUR,,27.05," "
2008-06-09,1,1.55527619,EUR,,27.05," "
2008-06-10,1,1.55527619,EUR,,26.77," "
2008-06-11,1,1.55527619,EUR,,26.71," "
2008-06-12,1,1.55527619,EUR,,26.62," "
2008-06-13,1,1.55527619,EUR,,26.42," "
2008-06-16,1,1.55527619,EUR,,27.24," "
2008-06-17,1,1.55527619,EUR,,26.77," "
2008-06-18,1,1.55527619,EUR,,26.94," "
2008-06-19,1,1.55527619,EUR,,27.08," "
2008-06-20,1,1.55527619,EUR,,26.74," "
2008-06-23,1,1.55527619,EUR,,27.3," "
2008-06-24,1,1.55527619,EUR,,27.3," "
2008-06-25,1,1.55527619,EUR,,27.08," "
2008-06-26,1,1.55527619,EUR,,27.28," "
2008-06-27,1,1.55527619,EUR,,27.7," "
2008-06-30,1,1.55527619,EUR,,28.25," "
2008-07-01,1,1.576969565,EUR,,28.75," "
2008-07-02,1,1.576969565,EUR,,27.2," "
2008-07-03,1,1.576969565,EUR,,27.18," "
2008-07-04,1,1.576969565,EUR,,27.1," "
2008-07-07,1,1.576969565,EUR,,27.05," "
2008-07-08,1,1.576969565,EUR,,25.5," "
2008-07-09,1,1.576969565,EUR,,25.67," "
2008-07-10,1,1.576969565,EUR,,26.35," "
2008-07-11,1,1.576969565,EUR,,27," "
2008-07-14,1,1.576969565,EUR,,26.82," "
2008-07-15,1,1.576969565,EUR,,26.48," "
2008-07-16,1,1.576969565,EUR,,24.73," "
2008-07-17,1,1.576969565,EUR,,25.3," "
2008-07-18,1,1.576969565,EUR,,24.1," "
2008-07-21,1,1.576969565,EUR,,24.28," "
2008-07-22,1,1.576969565,EUR,,24.31," "
2008-07-23,1,1.576969565,EUR,,24.33," "
2008-07-24,1,1.576969565,EUR,,24.76," "
2008-07-25,1,1.576969565,EUR,,24.56," "
2008-07-28,1,1.576969565,EUR,,24.17," "
2008-07-29,1,1.576969565,EUR,,23.23," "
2008-07-30,1,1.576969565,EUR,,22.1," "
2008-07-31,1,1.576969565,EUR,,21.63," "
2008-08-01,1,1.497538095,EUR,,21," "
2008-08-04,1,1.497538095,EUR,,20.96," "
2008-08-05,1,1.497538095,EUR,,21.3," "
2008-08-06,1,1.497538095,EUR,,22.1," "
2008-08-07,1,1.497538095,EUR,,22.57," "
2008-08-08,1,1.497538095,EUR,,22.25," "
2008-08-11,1,1.497538095,EUR,,22.31," "
2008-08-12,1,1.497538095,EUR,,23.13," "
2008-08-13,1,1.497538095,EUR,,23.53," "
2008-08-14,1,1.497538095,EUR,,23.11," "
2008-08-15,1,1.497538095,EUR,,22.75," "
2008-08-18,1,1.497538095,EUR,,23.29," "
2008-08-19,1,1.497538095,EUR,,23.36," "
2008-08-20,1,1.497538095,EUR,,24.1," "
2008-08-21,1,1.497538095,EUR,,24.36," "
2008-08-22,1,1.497538095,EUR,,24.27," "
2008-08-25,1,1.497538095,EUR,,24.03," "
2008-08-26,1,1.497538095,EUR,,24.43," "
2008-08-27,1,1.497538095,EUR,,24.89," "
2008-08-28,1,1.497538095,EUR,,24.85," "
2008-08-29,1,1.497538095,EUR,,24.88," "
2008-09-01,1,1.43695,EUR,,24.65," "
2008-09-02,1,1.43695,EUR,,24.4," "
2008-09-03,1,1.43695,EUR,,24.31," "
2008-09-04,1,1.43695,EUR,,24.49," "
2008-09-05,1,1.43695,EUR,,24.12," "
2008-09-08,1,1.43695,EUR,,23.99," "
2008-09-09,1,1.43695,EUR,,22.75," "
2008-09-10,1,1.43695,EUR,,22.56," "
2008-09-11,1,1.43695,EUR,,22.95," "
2008-09-12,1,1.43695,EUR,,23.6," "
2008-09-15,1,1.43695,EUR,,22.8," "
2008-09-16,1,1.43695,EUR,,22.54," "
2008-09-17,1,1.43695,EUR,,23.11," "
2008-09-18,1,1.43695,EUR,,23.36," "
2008-09-19,1,1.43695,EUR,,24.36," "
2008-09-22,1,1.43695,EUR,,24.67," "
2008-09-23,1,1.43695,EUR,,24.87," "
2008-09-24,1,1.43695,EUR,,24.37," "
2008-09-25,1,1.43695,EUR,,24.47," "
2008-09-26,1,1.43695,EUR,,24.28," "
2008-09-29,1,1.43695,EUR,,23.03," "
2008-09-30,1,1.43695,EUR,,22.35," "
2008-10-01,1,1.332208696,EUR,,23.1," "
2008-10-02,1,1.332208696,EUR,,23.06," "
2008-10-06,1,1.332208696,EUR,,21.83," "
2008-10-07,1,1.332208696,EUR,,22.03," "
2008-10-08,1,1.332208696,EUR,,21.68," "
2008-10-09,1,1.332208696,EUR,,22.48," "
2008-10-10,1,1.332208696,EUR,,21.89," "
2008-10-13,1,1.332208696,EUR,,22.69," "
2008-10-14,1,1.332208696,EUR,,23.2," "
2008-10-15,1,1.332208696,EUR,,22.8," "
2008-10-16,1,1.332208696,EUR,,21.96," "
2008-10-17,1,1.332208696,EUR,,21.53," "
2008-10-20,1,1.332208696,EUR,,21.84," "
2008-10-21,1,1.332208696,EUR,,21.35," "
2008-10-22,1,1.332208696,EUR,,19.8," "
2008-10-23,1,1.332208696,EUR,,20," "
2008-10-24,1,1.332208696,EUR,,18.83," "
2008-10-27,1,1.332208696,EUR,,17.77," "
2008-10-28,1,1.332208696,EUR,,17.61," "
2008-10-29,1,1.332208696,EUR,,18.18," "
2008-10-30,1,1.332208696,EUR,,18.13," "
2008-10-31,1,1.332208696,EUR,,17.67," "
2008-11-03,1,1.273215,EUR,,18.17," "
2008-11-04,1,1.273215,EUR,,18.62," "
2008-11-05,1,1.273215,EUR,,18.55," "
2008-11-06,1,1.273215,EUR,,18.2," "
2008-11-07,1,1.273215,EUR,,18.7," "
2008-11-10,1,1.273215,EUR,,18.58," "
2008-11-11,1,1.273215,EUR,,17.93," "
2008-11-12,1,1.273215,EUR,,18.06," "
2008-11-13,1,1.273215,EUR,,17.97," "
2008-11-14,1,1.273215,EUR,,17.82," "
2008-11-17,1,1.273215,EUR,,17.03," "
2008-11-18,1,1.273215,EUR,,16.67," "
2008-11-19,1,1.273215,EUR,,16.42," "
2008-11-20,1,1.273215,EUR,,15," "
2008-11-21,1,1.273215,EUR,,15.09," "
2008-11-24,1,1.273215,EUR,,15.54," "
2008-11-25,1,1.273215,EUR,,15.74," "
2008-11-26,1,1.273215,EUR,,15.57," "
2008-11-27,1,1.273215,EUR,,16.28," "
2008-11-28,1,1.273215,EUR,,15.65," "
2008-12-01,1,1.344942857,EUR,,15.63," "
2008-12-02,1,1.344942857,EUR,,15.4," "
2008-12-03,1,1.344942857,EUR,,15.23," "
2008-12-04,1,1.344942857,EUR,,14.93," "
2008-12-05,1,1.344942857,EUR,,13.8," "
2008-12-08,1,1.344942857,EUR,,14.4," "
2008-12-09,1,1.344942857,EUR,,14.25," "
2008-12-10,1,1.344942857,EUR,,14.61," "
2008-12-11,1,1.344942857,EUR,,14.8," "
2008-12-12,1,1.344942857,EUR,,14.75," "
2008-12-15,1,1.344942857,EUR,,15.45," "
2008-12-16,1,1.344942857,EUR,,15.3," "
2008-12-17,1,1.344942857,EUR,,15.3," "
2008-12-18,1,1.344942857,EUR,,15.13," "
2008-12-19,1,1.344942857,EUR,,15.05," "
2008-12-22,1,1.344942857,EUR,,15.35," "
2008-12-23,1,1.344942857,EUR,,15.2," "
2008-12-29,1,1.344942857,EUR,,15.8," "
2008-12-30,1,1.344942857,EUR,,15.4," "
2009-01-02,1,1.323866667,EUR,,14.77," "
2009-01-05,1,1.323866667,EUR,,14.88," "
2009-01-06,1,1.323866667,EUR,,15.1," "
2009-01-07,1,1.323866667,EUR,,15," "
2009-01-08,1,1.323866667,EUR,,14.55," "
2009-01-09,1,1.323866667,EUR,,15," "
2009-01-12,1,1.323866667,EUR,,14.28," "
2009-01-13,1,1.323866667,EUR,,14.13," "
2009-01-14,1,1.323866667,EUR,,14," "
2009-01-15,1,1.323866667,EUR,,12.78," "
2009-01-16,1,1.323866667,EUR,,12.32," "
2009-01-19,1,1.323866667,EUR,,11.35," "
2009-01-20,1,1.323866667,EUR,,11.05," "
2009-01-21,1,1.323866667,EUR,,11.12," "
2009-01-22,1,1.323866667,EUR,,11.43," "
2009-01-23,1,1.323866667,EUR,,11.28," "
2009-01-26,1,1.323866667,EUR,,11.65," "
2009-01-27,1,1.323866667,EUR,,11.54," "
2009-01-28,1,1.323866667,EUR,,11.45," "
2009-01-29,1,1.323866667,EUR,,11.57," "
2009-01-30,1,1.323866667,EUR,,11.49," "
2009-02-02,1,1.27847,EUR,,11.18," "
2009-02-03,1,1.27847,EUR,,10.35," "
2009-02-04,1,1.27847,EUR,,10.13," "
2009-02-05,1,1.27847,EUR,,9.9," "
2009-02-06,1,1.27847,EUR,,9.85," "
2009-02-09,1,1.27847,EUR,,9.8," "
2009-02-10,1,1.27847,EUR,,9.08," "
2009-02-11,1,1.27847,EUR,,8.45," "
2009-02-12,1,1.27847,EUR,,7.98," "
2009-02-13,1,1.27847,EUR,,8.35," "
2009-02-16,1,1.27847,EUR,,8.18," "
2009-02-17,1,1.27847,EUR,,8.5," "
2009-02-18,1,1.27847,EUR,,9.39," "
2009-02-19,1,1.27847,EUR,,10.4," "
2009-02-20,1,1.27847,EUR,,9.74," "
2009-02-23,1,1.27847,EUR,,9.44," "
2009-02-24,1,1.27847,EUR,,9.15," "
2009-02-25,1,1.27847,EUR,,9.51," "
2009-02-26,1,1.27847,EUR,,10.37," "
2009-02-27,1,1.27847,EUR,,9.95," "
2009-03-02,1,1.304981818,EUR,,9.85," "
2009-03-03,1,1.304981818,EUR,,10.76," "
2009-03-04,1,1.304981818,EUR,,11.4," "
2009-03-05,1,1.304981818,EUR,,11.05," "
2009-03-06,1,1.304981818,EUR,,10.65," "
2009-03-09,1,1.304981818,EUR,,11.35," "
2009-03-10,1,1.304981818,EUR,,11.75," "
2009-03-11,1,1.304981818,EUR,,11.42," "
2009-03-12,1,1.304981818,EUR,,11.55," "
2009-03-13,1,1.304981818,EUR,,11.9," "
2009-03-16,1,1.304981818,EUR,,12.15," "
2009-03-17,1,1.304981818,EUR,,12.52," "
2009-03-18,1,1.304981818,EUR,,12.05," "
2009-03-19,1,1.304981818,EUR,,11.32," "
2009-03-20,1,1.304981818,EUR,,10.9," "
2009-03-23,1,1.304981818,EUR,,11.51," "
2009-03-24,1,1.304981818,EUR,,10.85," "
2009-03-25,1,1.304981818,EUR,,10.15," "
2009-03-26,1,1.304981818,EUR,,10.48," "
2009-03-27,1,1.304981818,EUR,,10.7," "
2009-03-30,1,1.304981818,EUR,,10.83," "
2009-03-31,1,1.304981818,EUR,,11.26," "
2009-04-01,1,1.31903,EUR,,11.74," "
2009-04-02,1,1.31903,EUR,,11.75," "
2009-04-03,1,1.31903,EUR,,12.2," "
2009-04-06,1,1.31903,EUR,,12.48," "
2009-04-07,1,1.31903,EUR,,12.07," "
2009-04-08,1,1.31903,EUR,,12.35," "
2009-04-09,1,1.31903,EUR,,12.97," "
2009-04-14,1,1.31903,EUR,,13.78," "
2009-04-15,1,1.31903,EUR,,13.4," "
2009-04-16,1,1.31903,EUR,,13.5," "
2009-04-17,1,1.31903,EUR,,13.51," "
2009-04-20,1,1.31903,EUR,,12.8," "
2009-04-21,1,1.31903,EUR,,12.6," "
2009-04-22,1,1.31903,EUR,,13.22," "
2009-04-23,1,1.31903,EUR,,13.17," "
2009-04-24,1,1.31903,EUR,,13.3," "
2009-04-27,1,1.31903,EUR,,13.15," "
2009-04-28,1,1.31903,EUR,,13.11," "
2009-04-29,1,1.31903,EUR,,13.32," "
2009-04-30,1,1.31903,EUR,,13.85," "
2009-05-04,1,1.365045,EUR,,14.4," "
2009-05-05,1,1.365045,EUR,,13.78," "
2009-05-06,1,1.365045,EUR,,14.19," "
2009-05-07,1,1.365045,EUR,,14.47," "
2009-05-08,1,1.365045,EUR,,15.14," "
2009-05-11,1,1.365045,EUR,,15.41," "
2009-05-12,1,1.365045,EUR,,14.64," "
2009-05-13,1,1.365045,EUR,,14.29," "
2009-05-14,1,1.365045,EUR,,14.04," "
2009-05-15,1,1.365045,EUR,,14.04," "
2009-05-18,1,1.365045,EUR,,14," "
2009-05-19,1,1.365045,EUR,,14.25," "
2009-05-20,1,1.365045,EUR,,14.82," "
2009-05-22,1,1.365045,EUR,,14.81," "
2009-05-25,1,1.365045,EUR,,14.85," "
2009-05-26,1,1.365045,EUR,,14.69," "
2009-05-27,1,1.365045,EUR,,14.96," "
2009-05-28,1,1.365045,EUR,,14.81," "
2009-05-29,1,1.365045,EUR,,14.55," "
2009-06-02,1,1.401645455,EUR,,14.61," "
2009-06-03,1,1.401645455,EUR,,13.96," "
2009-06-04,1,1.401645455,EUR,,13.86," "
2009-06-05,1,1.401645455,EUR,,13.71," "
2009-06-08,1,1.401645455,EUR,,12.97," "
2009-06-09,1,1.401645455,EUR,,12.86," "
2009-06-10,1,1.401645455,EUR,,12.95," "
2009-06-11,1,1.401645455,EUR,,13.05," "
2009-06-12,1,1.401645455,EUR,,12.7," "
2009-06-15,1,1.401645455,EUR,,12.11," "
2009-06-16,1,1.401645455,EUR,,12.61," "
2009-06-17,1,1.401645455,EUR,,12.65," "
2009-06-18,1,1.401645455,EUR,,12.62," "
2009-06-19,1,1.401645455,EUR,,13.02," "
2009-06-22,1,1.401645455,EUR,,12.71," "
2009-06-23,1,1.401645455,EUR,,12.8," "
2009-06-24,1,1.401645455,EUR,,13.18," "
2009-06-25,1,1.401645455,EUR,,13.22," "
2009-06-26,1,1.401645455,EUR,,13.29," "
2009-06-29,1,1.401645455,EUR,,13.3," "
2009-06-30,1,1.401645455,EUR,,13.13," "
2009-07-01,1,1.408769565,EUR,,13.04," "
2009-07-02,1,1.408769565,EUR,,12.86," "
2009-07-03,1,1.408769565,EUR,,12.85," "
2009-07-06,1,1.408769565,EUR,,12.82," "
2009-07-07,1,1.408769565,EUR,,12.89," "
2009-07-08,1,1.408769565,EUR,,13.17," "
2009-07-09,1,1.408769565,EUR,,13.49," "
2009-07-10,1,1.408769565,EUR,,13.85," "
2009-07-13,1,1.408769565,EUR,,14.31," "
2009-07-14,1,1.408769565,EUR,,13.94," "
