y,const,trend,,ly1,ly2,ly3,ly4,ly5,ly6,ly7,ly8,ly9,ly10,ly11,ly12
1975-04-01,9.11191,1,184,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701,10.69903,10.81804,10.40558,10.10074,9.56298
1975-05-01,8.4797,1,185,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701,10.69903,10.81804,10.40558,10.10074
1975-06-01,8.23815,1,186,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701,10.69903,10.81804,10.40558
1975-07-01,8.36684,1,187,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701,10.69903,10.81804
1975-08-01,7.71128,1,188,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701,10.69903
1975-09-01,7.13189,1,189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403,11.40701
1975-10-01,6.98729,1,190,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719,11.57403
1975-11-01,6.87313,1,191,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352,11.49719
1975-12-01,6.61892,1,192,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127,11.46352
1976-01-01,6.36385,1,193,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888,11.09127
1976-02-01,5.92601,1,194,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273,10.40888
1976-03-01,5.72772,1,195,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191,9.51273
1976-04-01,5.61016,1,196,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797,9.11191
1976-05-01,5.68943,1,197,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815,8.4797
1976-06-01,5.49319,1,198,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684,8.23815
1976-07-01,5.12744,1,199,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128,8.36684
1976-08-01,5.24935,1,200,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189,7.71128
1976-09-01,5.31907,1,201,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729,7.13189
1976-10-01,5.25912,1,202,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313,6.98729
1976-11-01,5.0621,1,203,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892,6.87313
1976-12-01,5.07042,1,204,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385,6.61892
1977-01-01,5.28153,1,205,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601,6.36385
1977-02-01,5.96816,1,206,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772,5.92601
1977-03-01,6.33947,1,207,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016,5.72772
1977-04-01,6.71535,1,208,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943,5.61016
1977-05-01,6.74766,1,209,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319,5.68943
1977-06-01,6.87784,1,210,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744,5.49319
1977-07-01,6.88901,1,211,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935,5.12744
1977-08-01,6.79864,1,212,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907,5.24935
1977-09-01,6.60361,1,213,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912,5.31907
1977-10-01,6.54144,1,214,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621,5.25912
1977-11-01,6.66736,1,215,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042,5.0621
1977-12-01,6.58899,1,216,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153,5.07042
1978-01-01,6.59878,1,217,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816,5.28153
1978-02-01,6.26272,1,218,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947,5.96816
1978-03-01,6.417,1,219,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535,6.33947
1978-04-01,6.60472,1,220,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766,6.71535
1978-05-01,6.82508,1,221,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784,6.74766
1978-06-01,6.9231,1,222,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901,6.87784
1978-07-01,6.95348,1,223,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864,6.88901
1978-08-01,6.99685,1,224,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361,6.79864
1978-09-01,7.19969,1,225,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144,6.60361
1978-10-01,7.55418,1,226,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736,6.54144
1978-11-01,7.54674,1,227,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899,6.66736
1978-12-01,7.52636,1,228,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878,6.58899
1979-01-01,7.7034,1,229,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272,6.59878
1979-02-01,7.77625,1,230,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417,6.26272
1979-03-01,7.9196,1,231,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472,6.417
1979-04-01,8.22504,1,232,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508,6.60472
1979-05-01,8.56973,1,233,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231,6.82508
1979-06-01,8.75625,1,234,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348,6.9231
1979-07-01,8.9896,1,235,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685,6.95348
1979-08-01,9.2699,1,236,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969,6.99685
1979-09-01,9.6115100000000009,1,237,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418,7.19969
1979-10-01,9.63246,1,238,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674,7.55418
1979-11-01,9.77102,1,239,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636,7.54674
1979-12-01,10.17844,1,240,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034,7.52636
1980-01-01,10.49796,1,241,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625,7.7034
1980-02-01,11.10256,1,242,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196,7.77625
1980-03-01,11.59518,1,243,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504,7.9196
1980-04-01,11.01904,1,244,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973,8.22504
1980-05-01,10.73638,1,245,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625,8.56973
1980-06-01,10.52286,1,246,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896,8.75625
1980-07-01,10.53958,1,247,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699,8.9896
1980-08-01,10.6142,1,248,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009,9.2699
1980-09-01,10.66065,1,249,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246,9.6115100000000009
1980-10-01,10.64341,1,250,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102,9.63246
1980-11-01,10.77594,1,251,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844,9.77102
1980-12-01,10.56643,1,252,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796,10.17844
1981-01-01,10.47032,1,253,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256,10.49796
1981-02-01,10.39279,1,254,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518,11.10256
1981-03-01,9.81388,1,255,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904,11.59518
1981-04-01,9.72109,1,256,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638,11.01904
1981-05-01,9.36282,1,257,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286,10.73638
1981-06-01,9.11039,1,258,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958,10.52286
1981-07-01,8.92226,1,259,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142,10.53958
1981-08-01,8.69864,1,260,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065,10.6142
1981-09-01,8.35453,1,261,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341,10.66065
1981-10-01,7.98092,1,262,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594,10.64341
1981-11-01,7.68354,1,263,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643,10.77594
1981-12-01,7.31887,1,264,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032,10.56643
1982-01-01,6.92985,1,265,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279,10.47032
1982-02-01,6.17728,1,266,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388,10.39279
1982-03-01,5.71257,1,267,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109,9.81388
1982-04-01,5.30587,1,268,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282,9.72109
1982-05-01,5.458,1,269,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039,9.36282
1982-06-01,5.80077,1,270,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226,9.11039
1982-07-01,5.7895,1,271,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864,8.92226
1982-08-01,5.45659,1,272,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453,8.69864
1982-09-01,5.11236,1,273,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092,8.35453
1982-10-01,5.22578,1,274,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354,7.98092
1982-11-01,4.97929,1,275,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887,7.68354
1982-12-01,4.81488,1,276,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985,7.31887
1983-01-01,4.68155,1,277,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728,6.92985
1983-02-01,4.54473,1,278,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257,6.17728
1983-03-01,4.41063,1,279,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587,5.71257
1983-04-01,4.83454,1,280,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458,5.30587
1983-05-01,4.51084,1,281,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077,5.458
1983-06-01,4.14504,1,282,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895,5.80077
1983-07-01,4.11617,1,283,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659,5.7895
1983-08-01,4.23872,1,284,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236,5.45659
1983-09-01,4.31543,1,285,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578,5.11236
1983-10-01,3.90881,1,286,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929,5.22578
1983-11-01,3.74364,1,287,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488,4.97929
1983-12-01,3.64388,1,288,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155,4.81488
1984-01-01,3.61173,1,289,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473,4.68155
1984-02-01,4.13187,1,290,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063,4.54473
1984-03-01,4.33942,1,291,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454,4.41063
1984-04-01,4.26135,1,292,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084,4.83454
1984-05-01,4.0984,1,293,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504,4.51084
1984-06-01,3.8963,1,294,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617,4.14504
1984-07-01,3.68219,1,295,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872,4.11617
1984-08-01,3.55806,1,296,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543,4.23872
1984-09-01,3.33581,1,297,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881,4.31543
1984-10-01,3.40421,1,298,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364,3.90881
1984-11-01,3.40362,1,299,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388,3.74364
1984-12-01,3.63824,1,300,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173,3.64388
1985-01-01,3.70448,1,301,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187,3.61173
1985-02-01,3.48968,1,302,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942,4.13187
1985-03-01,3.5553,1,303,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135,4.33942
1985-04-01,3.31163,1,304,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984,4.26135
1985-05-01,3.42549,1,305,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963,4.0984
1985-06-01,3.52277,1,306,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219,3.8963
1985-07-01,3.40722,1,307,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806,3.68219
1985-08-01,3.4317,1,308,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581,3.55806
1985-09-01,3.46603,1,309,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421,3.33581
1985-10-01,3.39444,1,310,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362,3.40421
1985-11-01,3.54903,1,311,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824,3.40362
1985-12-01,3.60425,1,312,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448,3.63824
1986-01-01,3.56404,1,313,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968,3.70448
1986-02-01,3.08546,1,314,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553,3.48968
1986-03-01,2.45834,1,315,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163,3.5553
1986-04-01,2.10152,1,316,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549,3.31163
1986-05-01,2.0465,1,317,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277,3.42549
1986-06-01,2.14878,1,318,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722,3.52277
1986-07-01,1.92438,1,319,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317,3.40722
1986-08-01,1.71551,1,320,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603,3.4317
1986-09-01,1.87714,1,321,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444,3.46603
1986-10-01,1.88985,1,322,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903,3.39444
1986-11-01,1.77585,1,323,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425,3.54903
1986-12-01,1.57522,1,324,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404,3.60425
1987-01-01,1.58562,1,325,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546,3.56404
1987-02-01,1.9419,1,326,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834,3.08546
1987-03-01,2.43663,1,327,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152,2.45834
1987-04-01,3.02941,1,328,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465,2.10152
1987-05-01,3.10237,1,329,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878,2.0465
1987-06-01,3.10844,1,330,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438,2.14878
1987-07-01,3.32069,1,331,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551,1.92438
1987-08-01,3.59959,1,332,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714,1.71551
1987-09-01,3.60923,1,333,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985,1.87714
1987-10-01,3.75233,1,334,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585,1.88985
1987-11-01,3.76309,1,335,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522,1.77585
1987-12-01,3.81212,1,336,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562,1.57522
1988-01-01,3.72683,1,337,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419,1.58562
1988-02-01,3.51794,1,338,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663,1.9419
1988-03-01,3.59865,1,339,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941,2.43663
1988-04-01,3.71501,1,340,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237,3.02941
1988-05-01,3.75319,1,341,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844,3.10237
1988-06-01,3.8016,1,342,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069,3.10844
1988-07-01,4.06523,1,343,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959,3.32069
1988-08-01,3.96254,1,344,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923,3.59959
1988-09-01,4.11823,1,345,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233,3.60923
1988-10-01,4.12767,1,346,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309,3.75233
1988-11-01,4.17219,1,347,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212,3.76309
1988-12-01,4.30436,1,348,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683,3.81212
1989-01-01,4.4345,1,349,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794,3.72683
1989-02-01,4.6264,1,350,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865,3.51794
1989-03-01,4.65679,1,351,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501,3.59865
1989-04-01,4.84399,1,352,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319,3.71501
1989-05-01,4.92167,1,353,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016,3.75319
1989-06-01,4.70537,1,354,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523,3.8016
1989-07-01,4.44812,1,355,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254,4.06523
1989-08-01,4.15224,1,356,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823,3.96254
1989-09-01,3.87779,1,357,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767,4.11823
1989-10-01,3.94427,1,358,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219,4.12767
1989-11-01,3.92976,1,359,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436,4.17219
1989-12-01,3.90681,1,360,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345,4.30436
1990-01-01,4.15903,1,361,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264,4.4345
1990-02-01,4.27113,1,362,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679,4.6264
1990-03-01,4.27648,1,363,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399,4.65679
1990-04-01,3.80424,1,364,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167,4.84399
1990-05-01,3.65928,1,365,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537,4.92167
1990-06-01,3.8903,1,366,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812,4.70537
