y,const,trend,,ly1,ly2,ly3,ly4,ly5,ly6,ly7,ly8,ly9,ly10,ly11,ly12
1990-07-01,3.89843,1,367,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224,4.44812
1990-08-01,4.57662,1,368,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779,4.15224
1990-09-01,4.98489,1,369,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427,3.87779
1990-10-01,5.17477,1,370,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976,3.94427
1990-11-01,5.07895,1,371,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681,3.92976
1990-12-01,4.87326,1,372,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903,3.90681
1991-01-01,4.48141,1,373,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113,4.15903
1991-02-01,4.07577,1,374,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648,4.27113
1991-03-01,3.7064,1,375,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424,4.27648
1991-04-01,3.67666,1,376,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928,3.80424
1991-05-01,3.87249,1,377,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903,3.65928
1991-06-01,3.59014,1,378,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843,3.8903
1991-07-01,3.49755,1,379,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662,3.89843
1991-08-01,3.05345,1,380,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489,4.57662
1991-09-01,2.77681,1,381,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477,4.98489
1991-10-01,2.38279,1,382,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895,5.17477
1991-11-01,2.47832,1,383,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326,5.07895
1991-12-01,2.63844,1,384,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141,4.87326
1992-01-01,2.38815,1,385,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577,4.48141
1992-02-01,2.59607,1,386,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064,4.07577
1992-03-01,2.82256,1,387,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666,3.7064
1992-04-01,2.91365,1,388,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249,3.67666
1992-05-01,2.6256,1,389,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014,3.87249
1992-06-01,2.63414,1,390,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755,3.59014
1992-07-01,2.81127,1,391,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345,3.49755
1992-08-01,2.70947,1,392,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681,3.05345
1992-09-01,2.52478,1,393,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279,2.77681
1992-10-01,2.69515,1,394,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832,2.38279
1992-11-01,2.6716,1,395,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844,2.47832
1992-12-01,2.5946,1,396,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815,2.63844
1993-01-01,2.70443,1,397,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607,2.38815
1993-02-01,2.59885,1,398,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256,2.59607
1993-03-01,2.5608,1,399,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365,2.82256
1993-04-01,2.55707,1,400,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256,2.91365
1993-05-01,2.73721,1,401,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414,2.6256
1993-06-01,2.59022,1,402,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127,2.63414
1993-07-01,2.41641,1,403,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947,2.81127
1993-08-01,2.45406,1,404,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478,2.70947
1993-09-01,2.39355,1,405,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515,2.52478
1993-10-01,2.35384,1,406,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716,2.69515
1993-11-01,2.34609,1,407,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946,2.6716
1993-12-01,2.19085,1,408,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443,2.5946
1994-01-01,1.97724,1,409,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885,2.70443
1994-02-01,2.05963,1,410,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608,2.59885
1994-03-01,2.13132,1,411,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707,2.5608
1994-04-01,1.98044,1,412,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721,2.55707
1994-05-01,1.81418,1,413,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022,2.73721
1994-06-01,2.02756,1,414,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641,2.59022
1994-07-01,2.18571,1,415,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406,2.41641
1994-08-01,2.24643,1,416,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355,2.45406
1994-09-01,2.25329,1,417,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384,2.39355
1994-10-01,2.10565,1,418,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609,2.35384
1994-11-01,2.10624,1,419,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085,2.34609
1994-12-01,2.14846,1,420,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724,2.19085
1995-01-01,2.3215,1,421,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963,1.97724
1995-02-01,2.26595,1,422,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132,2.05963
1995-03-01,2.17329,1,423,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044,2.13132
1995-04-01,2.32068,1,424,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418,1.98044
1995-05-01,2.32942,1,425,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756,1.81418
1995-06-01,2.18041,1,426,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571,2.02756
1995-07-01,1.98703,1,427,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643,2.18571
1995-08-01,1.97197,1,428,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329,2.24643
1995-09-01,1.9293,1,429,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565,2.25329
1995-10-01,2.02032,1,430,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624,2.10565
1995-11-01,1.8238,1,431,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846,2.10624
1995-12-01,1.95399,1,432,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215,2.14846
1996-01-01,1.97387,1,433,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595,2.3215
1996-02-01,1.95402,1,434,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329,2.26595
1996-03-01,2.07362,1,435,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068,2.17329
1996-04-01,2.11112,1,436,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942,2.32068
1996-05-01,2.13005,1,437,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041,2.32942
1996-06-01,2.02903,1,438,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703,2.18041
1996-07-01,2.11646,1,439,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197,1.98703
1996-08-01,1.99417,1,440,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293,1.97197
1996-09-01,2.21193,1,441,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032,1.9293
1996-10-01,2.25609,1,442,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238,2.02032
1996-11-01,2.44099,1,443,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399,1.8238
1996-12-01,2.3631,1,444,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387,1.95399
1997-01-01,2.26874,1,445,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402,1.97387
1997-02-01,2.3206,1,446,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362,1.95402
1997-03-01,2.1202,1,447,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112,2.07362
1997-04-01,1.91524,1,448,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005,2.11112
1997-05-01,1.69339,1,449,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903,2.13005
1997-06-01,1.82513,1,450,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646,2.02903
1997-07-01,1.67107,1,451,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417,2.11646
1997-08-01,1.65505,1,452,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193,1.99417
1997-09-01,1.61297,1,453,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609,2.21193
1997-10-01,1.43884,1,454,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099,2.25609
1997-11-01,1.26445,1,455,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631,2.44099
1997-12-01,1.12567,1,456,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874,2.3631
1998-01-01,1.04421,1,457,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206,2.26874
1998-02-01,0.78117,1,458,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202,2.3206
1998-03-01,0.69064,1,459,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524,2.1202
1998-04-01,0.71699,1,460,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339,1.91524
1998-05-01,0.90091,1,461,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513,1.69339
1998-06-01,0.68655,1,462,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107,1.82513
1998-07-01,0.87507,1,463,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505,1.67107
1998-08-01,0.934,1,464,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297,1.65505
1998-09-01,0.63297,1,465,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884,1.61297
1998-10-01,0.72265,1,466,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445,1.43884
1998-11-01,0.72119,1,467,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567,1.26445
1998-12-01,0.8444,1,468,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421,1.12567
1999-01-01,0.93587,1,469,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117,1.04421
1999-02-01,0.93212,1,470,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064,0.78117
1999-03-01,0.99279,1,471,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699,0.69064
1999-04-01,1.35456,1,472,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091,0.71699
1999-05-01,1.28218,1,473,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655,0.90091
1999-06-01,1.39903,1,474,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507,0.68655
1999-07-01,1.41811,1,475,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934,0.87507
1999-08-01,1.46256,1,476,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297,0.934
1999-09-01,1.88554,1,477,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265,0.63297
1999-10-01,1.83368,1,478,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119,0.72265
1999-11-01,1.92065,1,479,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444,0.72119
1999-12-01,2.05476,1,480,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587,0.8444
2000-01-01,2.18914,1,481,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212,0.93587
2000-02-01,2.56874,1,482,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279,0.93212
2000-03-01,2.93088,1,483,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456,0.99279
2000-04-01,2.35099,1,484,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218,1.35456
2000-05-01,2.36895,1,485,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903,1.28218
2000-06-01,2.68426,1,486,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811,1.39903
2000-07-01,2.66881,1,487,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256,1.41811
2000-08-01,2.47547,1,488,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554,1.46256
2000-09-01,2.5481,1,489,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368,1.88554
2000-10-01,2.51486,1,490,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065,1.83368
2000-11-01,2.5663299999999998,1,491,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476,1.92065
2000-12-01,2.48478,1,492,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914,2.05476
2001-01-01,2.70144,1,493,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874,2.18914
2001-02-01,2.5372,1,494,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088,2.56874
2001-03-01,2.1087,1,495,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099,2.93088
2001-04-01,2.37324,1,496,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895,2.35099
2001-05-01,2.55765,1,497,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426,2.36895
2001-06-01,2.39173,1,498,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881,2.68426
2001-07-01,2.10173,1,499,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547,2.66881
2001-08-01,2.09646,1,500,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481,2.47547
2001-09-01,1.3131,1,501,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486,2.5481
2001-10-01,1.53188,1,502,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998,2.51486
2001-11-01,1.32157,1,503,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478,2.5663299999999998
2001-12-01,1.06208,1,504,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144,2.48478
2002-01-01,0.66594,1,505,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372,2.70144
2002-02-01,0.67957,1,506,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087,2.5372
2002-03-01,0.94331,1,507,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324,2.1087
2002-04-01,1.18771,1,508,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765,2.37324
2002-05-01,0.98826,1,509,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173,2.55765
2002-06-01,0.9362,1,510,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173,2.39173
2002-07-01,1.19216,1,511,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646,2.10173
2002-08-01,1.40295,1,512,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131,2.09646
2002-09-01,1.93282,1,513,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188,1.3131
2002-10-01,1.76045,1,514,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157,1.53188
2002-11-01,1.92999,1,515,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208,1.32157
2002-12-01,2.13367,1,516,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594,1.06208
2003-01-01,2.34652,1,517,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957,0.66594
2003-02-01,2.60462,1,518,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331,0.67957
2003-03-01,2.58965,1,519,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771,0.94331
2003-04-01,1.9887,1,520,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826,1.18771
2003-05-01,1.80481,1,521,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362,0.98826
2003-06-01,1.78813,1,522,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216,0.9362
2003-07-01,1.86274,1,523,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295,1.19216
2003-08-01,2.00672,1,524,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282,1.40295
2003-09-01,2.14134,1,525,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045,1.93282
2003-10-01,1.96821,1,526,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999,1.76045
2003-11-01,1.99618,1,527,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367,1.92999
2003-12-01,2.12288,1,528,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652,2.13367
2004-01-01,2.21241,1,529,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462,2.34652
2004-02-01,2.00062,1,530,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965,2.60462
2004-03-01,1.89643,1,531,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887,2.58965
2004-04-01,2.25922,1,532,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481,1.9887
2004-05-01,2.70954,1,533,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813,1.80481
2004-06-01,2.89091,1,534,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274,1.78813
2004-07-01,2.68454,1,535,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672,1.86274
2004-08-01,2.39117,1,536,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134,2.00672
2004-09-01,2.27392,1,537,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821,2.14134
2004-10-01,2.70001,1,538,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618,1.96821
2004-11-01,2.96563,1,539,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288,1.99618
2004-12-01,2.79372,1,540,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241,2.12288
2005-01-01,2.53203,1,541,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062,2.21241
2005-02-01,2.59873,1,542,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643,2.00062
2005-03-01,2.74751,1,543,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922,1.89643
2005-04-01,2.8445,1,544,2.74751,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954,2.25922
2005-05-01,2.56897,1,545,2.8445,2.74751,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091,2.70954
2005-06-01,2.3412,1,546,2.56897,2.8445,2.74751,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454,2.89091
2005-07-01,2.67943,1,547,2.3412,2.56897,2.8445,2.74751,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117,2.68454
2005-08-01,3.0408,1,548,2.67943,2.3412,2.56897,2.8445,2.74751,2.59873,2.53203,2.79372,2.96563,2.70001,2.27392,2.39117
